"reported_name","Original","Genus","Family","Order","Dispersal_syndrome","Growth_form","Seed_weight_(mg)","Seed_release_height_(m)","Seed_terminal_velocity_(m/s)","Maximum_recorded_dispersal_distance_(m)","99th_percentile_dispersal_distance_(m)","90th_percentile_dispersal_distance_(m)","Mean_dispersal_distance_(m)","Mode_dispersal_distance_(m)","Median_dispersal_distance_(m)","Maximum_dispersal_distance_(m)","Calculated_maximum_dispersal_distance_(m)","Maximum_dispersal_distance_analysis_(m)","Data_type","Region","Reference","genus","species","subspecies","genus_species","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Panicum miliaceum",NA,"Panicum","Poaceae","Poales","wind (none)","herb",4.3,1,NA,3,NA,NA,NA,NA,NA,3,NA,3,"field","temperate","McCanny & Cavers 1987","Panicum","miliaceum",NA,"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090"
"Picea glauca",NA,"Picea","Pinaceae","Pinales","wind (special)","tree",2.4,21,NA,475,NA,NA,4.84,NA,NA,475,NA,475,"field","temperate","Greene & Johnson 1995 in Cain et al. 1998","Picea","glauca",NA,"Picea glauca","Picea glauca","Picea glauca","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284745"
"Picea engelmannii",NA,"Picea","Pinaceae","Pinales","wind (special)","tree",3.2,NA,0.61,190,NA,NA,NA,NA,NA,190,NA,190,"field","temperate","Greene & Johnson 1996","Picea","engelmannii",NA,"Picea engelmannii","Picea engelmannii","Picea engelmannii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284917"
"Pinus resinosa",NA,"Pinus","Pinaceae","Pinales","wind (special)","tree",8,NA,NA,475,NA,NA,NA,NA,NA,475,NA,475,"field","temperate","Greene & Johnson 1995 in Cain et al. 1998","Pinus","resinosa",NA,"Pinus resinosa","Pinus resinosa","Pinus resinosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285067"
"Pinus strobus",NA,"Pinus","Pinaceae","Pinales","wind (special)","tree",17,40,NA,475,NA,NA,NA,NA,NA,475,NA,475,"field","temperate","Greene & Johnson 1995 in Cain et al. 1998","Pinus","strobus",NA,"Pinus strobus","Pinus strobus","Pinus strobus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284982"
"Pseudotsuga menziesii",NA,"Pseudotsuga","Pinaceae","Pinales","wind (special)","tree",9.2,90,NA,800,NA,NA,NA,NA,NA,800,NA,800,"field","temperate","Greene & Johnson 1995 in Cain et al. 1998","Pseudotsuga","menziesii",NA,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796"
"Solidago missouriensis",NA,"Solidago","Asteraceae","Asterales","wind (special)","herb",0.33,NA,NA,45,NA,NA,NA,NA,NA,45,NA,45,"field","temperate","Hume & Archbold 1986 in Cain et al. 1998","Solidago","missouriensis",NA,"Solidago missouriensis","Solidago missouriensis","Solidago missouriensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389117"
"Tsuga canadensis",NA,"Tsuga","Pinaceae","Pinales","wind (special)","tree",2.7,30,NA,1600,NA,NA,NA,NA,NA,1600,NA,1600,"field","temperate","Greene & Johnson 1995 in Cain et al. 1998","Tsuga","canadensis",NA,"Tsuga canadensis","Tsuga canadensis","Tsuga canadensis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687182"
"Castanopsis fargesii",NA,"Castanopsis","Fagaceae","Fagales","animal","tree",460,NA,NA,35,NA,NA,NA,NA,NA,35,NA,35,"field","temperate","Xiao et al. 2005","Castanopsis","fargesii",NA,"Castanopsis fargesii","Castanopsis fargesii","Castanopsis fargesii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:5332927"
"Cyclobalanopsis glauca",NA,"Cyclobalanopsis","Fagaceae","Fagales","animal","tree",950,NA,NA,35,NA,NA,NA,NA,NA,35,NA,35,"field","temperate","Xiao et al. 2005","Cyclobalanopsis","glauca",NA,"Cyclobalanopsis glauca","Cyclobalanopsis glauca","Quercus glauca","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2876873"
"Lithocarpus harlandii",NA,"Lithocarpus","Fagaceae","Fagales","animal","tree",4560,NA,NA,35,NA,NA,21.9,NA,NA,35,NA,35,"field","temperate","Xiao et al. 2005","Lithocarpus","harlandii",NA,"Lithocarpus harlandii","Lithocarpus harlandii","Lithocarpus harlandii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:5332445"
"Quercus serrata",NA,"Quercus","Fagaceae","Fagales","animal","tree",1460,NA,NA,28.5,NA,NA,NA,5,NA,28.5,NA,28.5,"field","temperate","Xiao et al. 2004","Quercus","serrata",NA,"Quercus serrata","Quercus serrata","Quercus serrata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879649"
"Quercus variabilis",NA,"Quercus","Fagaceae","Fagales","animal","tree",2420,NA,NA,35,NA,NA,9.5,NA,NA,35,NA,35,"field","temperate","Xiao et al. 2005","Quercus","variabilis",NA,"Quercus variabilis","Quercus variabilis","Quercus variabilis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879787"
"Ficus sphenophylla",NA,"Ficus","Moraceae","Rosales","animal","tree",NA,NA,NA,451,NA,NA,329,NA,NA,451,NA,451,"field","tropics","Yumoto 1999","Ficus","sphenophylla",NA,"Ficus sphenophylla","Ficus sphenophylla","Ficus sphenophylla","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","gbif","GBIF:5570374"
"Geophila repens",NA,"Geophila","Rubiaceae","Gentianales","animal","herb",NA,NA,NA,633,NA,NA,245,NA,NA,633,NA,633,"field","tropics","Yumoto 1999","Geophila","repens",NA,"Geophila repens","Geophila repens","Geophila repens","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","gbif","GBIF:5340379"
"Achyranthes aspera",NA,"Achyranthes","Amaranthaceae","Caryophyllales","animal","herb",3.72,NA,NA,2500,NA,NA,2423.4,NA,NA,2500,NA,2500,"field","tropics","Bullock & Primack 1977","Achyranthes","aspera",NA,"Achyranthes aspera","Achyranthes aspera","Achyranthes aspera","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:3085168"
"Andira inermis",NA,"Andira","Fabaceae","Fabales","animal","tree",1130,NA,NA,207,NA,NA,NA,NA,NA,207,NA,207,"field","tropics","Janzen et al. 1976","Andira","inermis",NA,"Andira inermis","Andira inermis","Andira inermis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2952214"
"Beilschmiedia pendula",NA,"Beilschmiedia","Lauraceae","Laurales","animal","tree",4744,NA,NA,70,NA,NA,NA,NA,NA,70,NA,70,"field","tropics","Wenny 2000a","Beilschmiedia","pendula",NA,"Beilschmiedia pendula","Beilschmiedia pendula","Beilschmiedia pendula","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","gbif","GBIF:3034073"
"Bidens sp.",NA,"Bidens","Asteraceae","Asterales","animal","herb",NA,NA,NA,250,NA,NA,108.8,NA,NA,250,NA,250,"field","tropics","Bullock & Primack 1977","Bidens","sp.",NA,"Bidens sp.","Bidens sp.","Bidens sp.",NA,NA,NA,NA,NA,NA,NA
"Calathea lutea",NA,"Calathea","Marantaceae","Zingiberales","ant","herb",NA,NA,NA,0.73,NA,NA,NA,NA,NA,0.73,NA,0.73,"field","tropics","Horvitz 1991 in Ness et al. 2004","Calathea","lutea",NA,"Calathea lutea","Calathea lutea","Calathea lutea","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","gbif","GBIF:2761987"
"Calathea marantifolia",NA,"Calathea","Marantaceae","Zingiberales","ant","herb",NA,NA,NA,0.41,NA,NA,NA,NA,NA,0.41,NA,0.41,"field","tropics","Horvitz 1991 in Ness et al. 2004","Calathea","marantifolia",NA,"Calathea marantifolia","Calathea marantifolia","Goeppertia marantifolia","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","gbif","GBIF:9538544"
"Casearia corymbosa",NA,"Casearia","Salicaceae","Malpighiales","animal","tree",NA,NA,NA,200,NA,NA,NA,NA,NA,200,NA,200,"field","tropics","Howe 1977","Casearia","corymbosa",NA,"Casearia corymbosa","Casearia corymbosa","Casearia corymbosa","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:5603969"
"Guarea glabra",NA,"Guarea","Meliaceae","Sapindales","animal","tree",595,NA,NA,65,NA,NA,NA,NA,10,65,NA,65,"field","tropics","Wenny 1999","Guarea","glabra",NA,"Guarea glabra","Guarea glabra","Guarea glabra","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","gbif","GBIF:3190505"
"Guarea kunthiana",NA,"Guarea","Meliaceae","Sapindales","animal","tree",200,NA,NA,58,NA,NA,NA,NA,14,58,NA,58,"field","tropics","Wenny 1999","Guarea","kunthiana",NA,"Guarea kunthiana","Guarea kunthiana","Guarea kunthiana","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","gbif","GBIF:3851727"
"Ischnosiphon inflatus",NA,"Ischnosiphon","Marantaceae","Zingiberales","ant","herb",NA,NA,NA,1.17,NA,NA,NA,NA,NA,1.17,NA,1.17,"field","tropics","Horvitz 1991 in Ness et al. 2004","Ischnosiphon","inflatus",NA,"Ischnosiphon inflatus","Ischnosiphon inflatus","Ischnosiphon inflatus","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","gbif","GBIF:2761019"
"Ocotea endresiana",NA,"Ocotea","Lauraceae","Laurales","animal","tree",750,NA,NA,70,NA,NA,NA,NA,NA,70,NA,70,"field","tropics","Wenny 2000b","Ocotea","endresiana",NA,"Ocotea endresiana","Ocotea endresiana","Ocotea endresiana","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","gbif","GBIF:4182222"
"Petiveria alliacea",NA,"Petiveria","Phytolaccaceae","Caryophyllales","animal","herb",13.54,NA,NA,250,NA,NA,107,NA,NA,250,NA,250,"field","tropics","Bullock & Primack 1977","Petiveria","alliacea",NA,"Petiveria alliacea","Petiveria alliacea","Petiveria alliacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","gbif","GBIF:3084012"
"Piper amalago",NA,"Piper","Piperaceae","Piperales","animal","shrub",1600,NA,NA,700,NA,NA,37.8,NA,50,700,NA,700,"field","tropics","Fleming 1981","Piper","amalago",NA,"Piper amalago","Piper amalago","Piper amalago","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","gbif","GBIF:3086333"
"Pleiostachya pruinosa",NA,"Pleiostachya","Marantaceae","Zingiberales","ant","herb",NA,NA,NA,1.87,NA,NA,NA,NA,NA,1.87,NA,1.87,"field","tropics","Horvitz 1991 in Ness et al. 2004","Pleiostachya","pruinosa",NA,"Pleiostachya pruinosa","Pleiostachya pruinosa","Pleiostachya pruinosa","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","gbif","GBIF:2762184"
"Carex pilulifera",NA,"Carex","Cyperaceae","Poales","ant","herb",1.1,0.4,3.36,1.4,NA,NA,0.4,0.35,NA,1.4,NA,1.4,"field","temperate","Kjellsson 1985","Carex","pilulifera",NA,"Carex pilulifera","Carex pilulifera","Carex pilulifera","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2726614"
"Bursera graveolens",NA,"Bursera","Burseraceae","Sapindales","animal","shrub",NA,NA,NA,35,NA,20,NA,4,7,35,NA,35,"field","tropics","Clark & Clark 1981","Bursera","graveolens",NA,"Bursera graveolens","Bursera graveolens","Bursera graveolens","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Burseraceae","gbif","GBIF:7286883"
"Ficus crassiuscula",NA,"Ficus","Moraceae","Rosales","animal","tree",NA,NA,NA,326,NA,NA,NA,NA,NA,326,NA,326,"model","tropics","Karubian et al. 2012","Ficus","crassiuscula",NA,"Ficus crassiuscula","Ficus crassiuscula","Ficus crassiuscula","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","gbif","GBIF:5569874"
"Brassica napus",NA,"Brassica","Brassicaceae","Brassicales","animal","herb",3.3,1.2,NA,400,NA,NA,NA,NA,NA,400,NA,400,"field","temperate","Bailleul et al. 2012","Brassica","napus",NA,"Brassica napus","Brassica napus","Brassica napus","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3042636"
"Vouacapoua americana",NA,"Vouacapou","Fabaceae","Fabales","animal","tree",NA,NA,NA,22.4,NA,NA,NA,NA,NA,22.4,NA,22.4,"field","tropics","Forget 1990","Vouacapoua","americana",NA,"Vouacapoua americana","Vouacapoua americana","Vouacapoua americana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2940383"
"Acer platanoides",NA,"Acer","Sapindaceae","Sapindales","wind (special)","tree",139,NA,0.87,NA,NA,NA,83,NA,NA,NA,482.3617,482.3617,"field","temperate","Kohlermann 1950 in Hughes et al. 1994","Acer","platanoides",NA,"Acer platanoides","Acer platanoides","Acer platanoides","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189846"
"Carpinus betulus",NA,"Carpinus","Betulaceae","Fagales","wind (special)","tree",43,20,NA,NA,NA,NA,73,NA,NA,NA,425.1182,425.1182,"field","temperate","Kohlermann 1950 in Hughes et al. 1994","Carpinus","betulus",NA,"Carpinus betulus","Carpinus betulus","Carpinus betulus","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:2875818"
"Jurinea cyanoides",NA,"Jurinea","Asteraceae","Asterales","animal","herb",7.6,0.45,NA,17,NA,10,NA,NA,NA,17,NA,17,"field","temperate","Eichberg et al. 2005","Jurinea","cyanoides",NA,"Jurinea cyanoides","Jurinea cyanoides","Jurinea cyanoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5392633"
"Larix decidua",NA,"Larix","Pinaceae","Pinales","wind (special)","tree",7.1,35,NA,NA,NA,NA,29,NA,NA,NA,171.3956,171.3956,"field","temperate","Kohlermann 1950 in Hughes et al. 1994","Larix","decidua",NA,"Larix decidua","Larix decidua","Larix decidua","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2686212"
"Picea excelsa",NA,"Picea","Pinaceae","Pinales","wind (special)","tree",NA,NA,NA,NA,NA,NA,35,NA,NA,NA,206.2353,206.2353,"field","temperate","Kohlermann 1950 in Hughes et al. 1994","Picea","excelsa",NA,"Picea excelsa","Picea excelsa","Picea abies","Plantae",NA,"Pinopsida","Pinales","Pinaceae","itis","ITIS:183289"
"Prunus avium",NA,"Prunus","Rosaceae","Rosales","animal","tree",142.86,7.5,NA,2220,NA,NA,NA,NA,56,2220,NA,2220,"model","temperate","Breitbach et al. 2012","Prunus","avium",NA,"Prunus avium","Prunus avium","Prunus avium","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3020791"
"Quercus petraea",NA,"Quercus","Fagaceae","Fagales","animal","tree",2342.2,35,NA,300,NA,NA,NA,NA,NA,300,NA,300,"field","temperate","Kollmann & Schill 1996","Quercus","petraea",NA,"Quercus petraea","Quercus petraea","Quercus petraea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880130"
"Tilia cordata","Tilia parviflora","Tilia","Malvaceae","Malvales","wind (special)","tree",31,NA,NA,NA,NA,NA,64,NA,NA,NA,373.4918,373.4918,"field","temperate","Kohlermann 1950 in Hughes et al. 1994","Tilia","cordata",NA,"Tilia cordata","Tilia cordata","Tilia cordata","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152047"
"Tilia platyphyllos subsp. cordifolia","Tilia grandifolia","Tilia","Malvaceae","Malvales","wind (special)","tree",98.8,30,NA,NA,NA,NA,58,NA,NA,NA,339.0105,339.0105,"field","temperate","Kohlermann 1950 in Hughes et al. 1994","Tilia","platyphyllos","subsp. cordifolia","Tilia platyphyllos","Tilia platyphyllos","Tilia platyphyllos","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152048"
"Ulmus glabra","Ulmus campestris","Ulmus","Ulmaceae","Rosales","wind (special)","tree",8.7,NA,NA,NA,NA,NA,60,NA,NA,NA,350.5103,350.5103,"field","temperate","Kohlermann 1950 in Hughes et al. 1994","Ulmus","glabra",NA,"Ulmus glabra","Ulmus glabra","Ulmus glabra","Plantae","Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","gbif","GBIF:5361866"
"Artemisia herba-alba",NA,"Artemisia","Asteraceae","Asterales","wind (none)","herb",0.23,NA,NA,0.8,NA,NA,0.16,NA,NA,0.8,NA,0.8,"field","tropics","Friedman & Orshan 1975","Artemisia","herba-alba",NA,"Artemisia herba-alba","Artemisia herba-alba","Artemisia herba-alba","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120848"
"Cornus controversa",NA,"Cornus","Cornaceae","Cornales","animal","tree",44,NA,NA,40,NA,NA,15.32,5,NA,40,NA,40,"field","temperate","Masaki et al. 1994","Cornus","controversa",NA,"Cornus controversa","Cornus controversa","Cornus controversa","Plantae","Tracheophyta","Magnoliopsida","Cornales","Cornaceae","gbif","GBIF:7846556"
"Symplocarpus renifolius",NA,"Symplocarpus","Araceae","Alismatales","animal","herb",NA,NA,NA,20,NA,NA,NA,NA,NA,20,NA,20,"field","temperate","Wada & Uemura 1994","Symplocarpus","renifolius",NA,"Symplocarpus renifolius","Symplocarpus renifolius","Symplocarpus renifolius","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","gbif","GBIF:2870127"
"Trillium camschatcense","Trillium kamtschaticum","Trillium","Melanthiaceae","Liliales","ant","herb",NA,NA,NA,3.3,NA,NA,0.61,NA,NA,3.3,NA,3.3,"field","temperate","Ohara & Nigashi 1987","Trillium","camschatcense",NA,"Trillium camschatcense","Trillium camschatcense","Trillium camschatcense","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742392"
"Trillium tschonoskii",NA,"Trillium","Melanthiaceae","Liliales","ant","herb",NA,NA,NA,2.7,NA,NA,0.64,NA,NA,2.7,NA,2.7,"field","temperate","Ohara & Nigashi 1987","Trillium","tschonoskii",NA,"Trillium tschonoskii","Trillium tschonoskii","Trillium tschonoskii","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742237"
"Commiphora guillauminii",NA,"Commiphora","Burseraceae","Sapindales","ant","tree",NA,NA,NA,10.4,NA,NA,4.4,NA,NA,10.4,NA,10.4,"field","tropics","Bšhning-Gaese et al. 1999","Commiphora","guillauminii",NA,"Commiphora guillauminii","Commiphora guillauminii","Commiphora guillauminii","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Burseraceae","gbif","GBIF:8273566"
"Calathea ovandensis",NA,"Calathea","Marantaceae","Zingiberales","ant","herb",NA,NA,NA,20.5,NA,NA,9.25,NA,NA,20.5,NA,20.5,"field","tropics","Horvitz & Schemske 1986","Calathea","ovandensis",NA,"Calathea ovandensis","Calathea ovandensis","Goeppertia ovandensis","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","gbif","GBIF:9277281"
"Ceanothus sp.",NA,"Ceanothus","Rhamnaceae","Rosales","ballistic","shrub",NA,NA,NA,9,NA,NA,NA,NA,NA,9,NA,9,"field","tropics","Evans et al. 1987 in Hughes et al. 1994","Ceanothus","sp.",NA,"Ceanothus sp.","Ceanothus sp.","Ceanothus sp.",NA,NA,NA,NA,NA,NA,NA
"Cecropia obtusifolia",NA,"Cecropia","Urticaceae","Rosales","animal","tree",0.7,NA,NA,86,NA,NA,NA,NA,NA,86,NA,86,"field","tropics","Alvares-Buylla & Martinez-Ramos 1990","Cecropia","obtusifolia",NA,"Cecropia obtusifolia","Cecropia obtusifolia","Cecropia obtusifolia","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","gbif","GBIF:2984473"
"Cymbopetalum baillonii",NA,"Cymbopetalum","Annonaceae","Magnoliales","animal","shrub",333.5,NA,NA,30,NA,NA,NA,NA,NA,30,NA,30,"field","tropics","Coates-Estrada & Estrada 1988","Cymbopetalum","baillonii",NA,"Cymbopetalum baillonii","Cymbopetalum baillonii","Cymbopetalum baillonii","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Annonaceae","gbif","GBIF:3157867"
"Acer rubrum",NA,"Acer","Sapindaceae","Sapindales","wind (special)","tree",26.5,NA,0.66,11371,314.3,NA,NA,NA,83.3,11371,NA,11371,"field","temperate","Higgins et al. 2003","Acer","rubrum",NA,"Acer rubrum","Acer rubrum","Acer rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189883"
"Anthoxanthum odoratum",NA,"Anthoxanthum","Poaceae","Poales","wind (special)","herb",0.53,0.74,2.53,2,NA,NA,NA,0.3,NA,2,NA,2,"field","temperate","Antonovics & Ellstrand 1985 in Willson 1993","Anthoxanthum","odoratum",NA,"Anthoxanthum odoratum","Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975"
"Banksia sp.",NA,"Banksia","Proteaceae","Proteales","wind (special)","shrub",NA,NA,NA,800,NA,NA,NA,NA,NA,800,NA,800,"field","tropics","van der Pijl 1972 in Hughes et al. 1994","Banksia","sp.",NA,"Banksia sp.","Banksia sp.","Banksia sp.",NA,NA,NA,NA,NA,NA,NA
"Bauhinia purpurea",NA,"Bauhinia","Fabaceae","Fabales","ballistic","tree",290,NA,NA,15,NA,NA,NA,NA,NA,15,NA,15,"field","temperate","Stebbins 1971","Bauhinia","purpurea",NA,"Bauhinia purpurea","Bauhinia purpurea","Bauhinia purpurea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2953871"
"Carya glabra",NA,"Carya","Juglandaceae","Fagales","wind (none)","tree",3502,NA,NA,646.8,140,NA,NA,NA,2.5,646.8,NA,646.8,"field","temperate","Higgins et al. 2003","Carya","glabra",NA,"Carya glabra","Carya glabra","Carya glabra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054325"
"Cassia fasciculata",NA,"Cassia","Fabaceae","Fabales","ballistic","herb",8,NA,NA,5,NA,NA,NA,0.25,NA,5,NA,5,"field","temperate","Lee 1984 (pers. comm) in Willson 1993","Cassia","fasciculata",NA,"Cassia fasciculata","Cassia fasciculata","Chamaecrista fasciculata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2949728"
"Dalechampia sp.",NA,"Dalechampia","Euphorbiaceae","Malpighiales","ballistic","herb",NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,6,"field","tropics","Armbuster 1982","Dalechampia","sp.",NA,"Dalechampia sp.","Dalechampia sp.","Dalechampia sp.",NA,NA,NA,NA,NA,NA,NA
"Ecballium elaterium",NA,"Ecballium","Cucurbitaceae","Cucurbitales","ballistic","herb",10.9,NA,NA,16,NA,NA,NA,NA,NA,16,NA,16,"field","temperate","Plitmann 1986 in Hughes et al. 1994","Ecballium","elaterium",NA,"Ecballium elaterium","Ecballium elaterium","Ecballium elaterium","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","gbif","GBIF:2874680"
"Geranium maculatum",NA,"Geranium","Geraniaceae","Geraniales","ballistic","herb",6.07,NA,NA,6.2,NA,NA,NA,1.4,NA,6.2,NA,6.2,"model","temperate","Willson & Agren unpublished in Willson 1993","Geranium","maculatum",NA,"Geranium maculatum","Geranium maculatum","Geranium maculatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:7808016"
